NO,Tanggal,Kurs Jual,Kurs Beli,Nilai
1385,08/24/16,15050.67,14896.22,1
1386,08/25/16,15030.29,14876.21,1
1387,08/26/16,15028.72,14874.39,1
1388,08/29/16,14940.59,14787.48,1
1389,08/30/16,14891.81,14739.02,1
1390,08/31/16,14910.89,14757.44,1
1391,09/01/16,14885.86,14733.23,1
1392,09/02/16,14926.24,14773.12,1
1393,09/05/16,14805.49,14652.88,1
1394,09/06/16,14750.54,14598.11,1
1395,09/07/16,14794.88,14647.32,1
1396,09/08/16,14799.38,14647.92,1
1397,09/09/16,14825.87,14676.75,1
1398,09/13/16,14850.62,14697.07,1
1399,09/14/16,14917.2,14765.13,1
1400,09/15/16,14911.67,14757.94,1
1401,09/16/16,14836.07,14685.06,1
1402,09/19/16,14773.94,14621.3,1
1403,09/20/16,14755.98,14607.2,1
1404,09/21/16,14737.57,14589.05,1
1405,09/22/16,14728.08,14577.41,1
1406,09/23/16,14739.93,14593.05,1
1407,09/26/16,14763.91,14616.56,1
1408,09/27/16,14725.88,14574.47,1
1409,09/28/16,14557.71,14410.75,1
1410,09/29/16,14615.49,14464.37,1
1411,09/30/16,14654.07,14503.07,1
1412,10/03/16,14692.38,14541.12,1
1413,10/04/16,14619.36,14472.47,1
1414,10/05/16,14658.54,14511.34,1
1415,10/06/16,14629.06,14482.12,1
1416,10/07/16,14550.1,14400.17,1
1417,10/10/16,14588.96,14438.29,1
1418,10/11/16,14528.52,14381.29,1
1419,10/12/16,14462.24,14313.41,1
1420,10/13/16,14435.03,14287.82,1
1421,10/14/16,14482.2,14333.43,1
1422,10/17/16,14396.79,14252.83,1
1423,10/18/16,14447.43,14298.96,1
1424,10/19/16,14370.05,14221.96,1
1425,10/20/16,14336.43,14192.48,1
1426,10/21/16,14265.27,14122.25,1
1427,10/24/16,14246.19,14099.75,1
1428,10/25/16,14237.35,14094.62,1
1429,10/26/16,14221.91,14077.78,1
1430,10/27/16,14270.28,14123.4,1
1431,10/28/16,14303.66,14156.66,1
1432,10/31/16,14380.38,14232.66,1
1433,11/01/16,14369.18,14224,1
1434,11/02/16,14525.85,14376.75,1
1435,11/03/16,14578.63,14428.93,1
1436,11/04/16,14608.37,14460.64,1
1437,11/07/16,14573.45,14424.14,1
1438,11/08/16,14512.6,14367.88,1
1439,11/09/16,14649.3,14499.26,1
1440,11/10/16,14431.21,14285.41,1
1441,11/11/16,14637.95,14486.44,1
1442,11/14/16,14500.34,14352.95,1
1443,11/15/16,14414.4,14265,1
1444,11/16/16,14418.71,14269.36,1
1445,11/17/16,14397.68,14248.93,1
1446,11/18/16,14282.15,14133.46,1
1447,11/21/16,14331.51,14183.96,1
1448,11/22/16,14346.33,14202.5,1
1449,11/23/16,14390.31,14246.56,1
1450,11/24/16,14336.03,14187.36,1
1451,11/25/16,14394.91,14245.96,1
1452,11/28/16,14446.19,14301.82,1
1453,11/29/16,14438.11,14288.51,1
1454,11/30/16,14518.38,14368.13,1
1455,12/01/16,14460.81,14315.38,1
1456,12/02/16,14499.95,14353.52,1
1457,12/05/16,14344.7,14194.36,1
1458,12/06/16,14502.61,14353.02,1
1459,12/07/16,14370.7,14220.39,1
1460,12/08/16,14397.89,14246.98,1
1461,12/09/16,14206.9,14059.57,1
1462,12/13/16,14222.7,14074.92,1
1463,12/14/16,14202.79,14061.05,1
1464,12/15/16,14136.6,13991.6,1
1465,12/16/16,14071.85,13926.76,1
1466,12/19/16,14069.3,13922.45,1
1467,12/20/16,14014.55,13869.7,1
1468,12/21/16,14100.56,13955.65,1
1469,12/22/16,14092.04,13950.84,1
1470,12/23/16,14140.75,13994.07,1
1471,12/27/16,14093.08,13951.89,1
1472,12/28/16,14151.86,14006.18,1
1473,12/29/16,14134.41,13991.84,1
1474,12/30/16,14233.51,14089.59,1
1475,12/31/16,14233.51,14089.59,1
1476,01/03/17,14201.14,14058.04,1
1477,01/04/17,14092.22,13947.44,1
1478,01/05/17,14139.76,13993.43,1
1479,01/06/17,14206.77,14059.54,1
1480,01/09/17,14178.41,14031.84,1
1481,01/10/17,14180.85,14033.6,1
1482,01/11/17,14129.33,13986.65,1
1483,01/12/17,14152.57,14011.35,1
1484,01/13/17,14192.21,14048.7,1
1485,01/16/17,14253.1,14109.47,1
1486,01/17/17,14272.36,14127.49,1
1487,01/18/17,14321.93,14173.36,1
1488,01/19/17,14303.35,14155.45,1
1489,01/20/17,14362.19,14215.09,1
1490,01/23/17,14440.21,14294.89,1
1491,01/24/17,14423.21,14273.64,1
1492,01/25/17,14388.39,14239.27,1
1493,01/26/17,14408.45,14258.98,1
1494,01/27/17,14347.02,14198.51,1
1495,01/30/17,14387.05,14236.56,1
1496,01/31/17,14363.45,14215.94,1
1497,02/01/17,14482.57,14331.28,1
1498,02/02/17,14492.09,14343.62,1
1499,02/03/17,14452.29,14302.76,1
1500,02/06/17,14444.91,14295.11,1
1501,02/07/17,14361.04,14215.99,1
1502,02/08/17,14328.88,14181.65,1
1503,02/09/17,14283.16,14138.74,1
1504,02/10/17,14269.75,14120.27,1
1505,02/13/17,14228.95,14081.33,1
1506,02/14/17,14196.8,14053.47,1
1507,02/16/17,14227.89,14080.27,1
1508,02/17/17,14296.48,14152.14,1
1509,02/20/17,14241.58,14094.06,1
1510,02/21/17,14217.69,14074.57,1
1511,02/22/17,14165.29,14022.55,1
1512,02/23/17,14172.2,14025.44,1
1513,02/24/17,14170.99,14027.99,1
1514,02/27/17,14168.8,14025.85,1
1515,02/28/17,14198.72,14055.55,1
1516,03/01/17,14208.17,14063.72,1
1517,03/02/17,14143.71,13997.25,1
1518,03/03/17,14143.67,14001.35,1
1519,03/06/17,14248.95,14102.8,1
1520,03/07/17,14201.89,14057.4,1
1521,03/08/17,14167.18,14020.27,1
1522,03/09/17,14169.79,14027.19,1
1523,03/10/17,14256.83,14112.23,1
1524,03/13/17,14364.45,14215.82,1
1525,03/14/17,14307.81,14159.7,1
1526,03/15/17,14268.68,14125.11,1
1527,03/16/17,14374.72,14229.68,1
1528,03/17/17,14448.2,14298.5,1
1529,03/20/17,14416.78,14267.26,1
1530,03/21/17,14399.53,14249.96,1
1531,03/22/17,14467.46,14320.15,1
1532,03/23/17,14453.5,14304.98,1
1533,03/24/17,14420.79,14271.24,1
1534,03/27/17,14515.71,14365.05,1
1535,03/29/17,14490.66,14344.32,1
1536,03/30/17,14386.73,14237.38,1
1537,03/31/17,14301.06,14155.27,1
1538,04/03/17,14301.59,14157.15,1
1539,04/04/17,14290.33,14146.03,1
1540,04/05/17,14305.59,14161.16,1
1541,04/06/17,14304.79,14160.35,1
1542,04/07/17,14274.16,14130.17,1
1543,04/10/17,14163.94,14018.22,1
1544,04/11/17,14127.52,13986.49,1
1545,04/12/17,14175.19,14029.89,1
1546,04/13/17,14227.11,14084.91,1
1547,04/17/17,14153.56,14008.04,1
1548,04/18/17,14236.4,14093.15,1
1549,04/19/17,14236.4,14093.15,1
1550,04/20/17,14351.4,14206.51,1
1551,04/21/17,14345.51,14200.59,1
1552,04/25/17,14507.12,14362.49,1
1553,04/26/17,14594.33,14446,1
1554,04/27/17,14589.23,14443.82,1
1555,04/28/17,14561.96,14410.97,1
1556,05/02/17,14603.53,14453.33,1
1557,05/03/17,14611.1,14465.45,1
1558,05/04/17,14594.69,14443.41,1
1559,05/05/17,14711.74,14563.37,1
1560,05/08/17,14704.66,14554.86,1
1561,05/09/17,14630.05,14478.28,1
1562,05/10/17,14621.93,14474.62,1
1563,05/12/17,14578.77,14429.08,1
1564,05/15/17,14628.22,14480.46,1
1565,05/16/17,14683.03,14535.35,1
1566,05/17/17,14842.69,14688.67,1
1567,05/18/17,14960.2,14805.4,1
1568,05/19/17,14964.86,14814.73,1
1569,05/22/17,14957.21,14808.14,1
1570,05/23/17,15037.59,14885.07,1
1571,05/24/17,14975.58,14824.31,1
1572,05/26/17,14957.64,14808.54,1
1573,05/29/17,14943.01,14789.37,1
1574,05/30/17,14917.54,14763.09,1
1575,05/31/17,14963.77,14808.69,1
1576,06/02/17,15010.12,14854.47,1
1577,06/05/17,15051.5,14897.42,1
1578,06/06/17,15054.59,14900.46,1
1579,06/07/17,15069.82,14916.18,1
1580,06/08/17,15063.9,14911.75,1
1581,06/09/17,14952.95,14803.86,1
1582,06/12/17,14971.65,14822.38,1
1583,06/13/17,14963.2,14810.07,1
1584,06/14/17,14978.27,14827.55,1
1585,06/15/17,14980.46,14828.35,1
1586,06/16/17,14902.2,14751.03,1
1587,06/19/17,14956.91,14803.76,1
1588,06/20/17,14910.44,14761.83,1
1589,06/21/17,14887.94,14734.74,1
1590,06/22/17,14950.82,14798.51,1
1591,06/30/17,14950.82,14798.51,1
1592,07/03/17,15285.63,15131.36,1
1593,07/04/17,15292.03,15138.38,1
1594,07/05/17,15249.97,15092.34,1
1595,07/06/17,15229.41,15076.14,1
1596,07/07/17,15361.08,15206.86,1
1597,07/10/17,15370.93,15216.74,1
1598,07/11/17,15333.52,15176.81,1
1599,07/12/17,15427.41,15268.22,1
1600,07/13/17,15333.19,15178.64,1
1601,07/14/17,15298.67,15144.51,1
1602,07/17/17,15340.17,15185.21,1
1603,07/18/17,15432.31,15272.47,1
1604,07/19/17,15432.81,15276.82,1
1605,07/20/17,15419.15,15263.48,1
1606,07/21/17,15579.27,15420.7,1
1607,07/24/17,15620.12,15462.43,1
1608,07/25/17,15601.21,15441.07,1
1609,07/26/17,15614.85,15453.4,1
1610,07/27/17,15709.13,15550.5,1
1611,07/28/17,15653.74,15491.82,1
1612,07/31/17,15721.2,15561.22,1
1613,08/01/17,15838.47,15674.61,1
1614,08/02/17,15813.66,15650.19,1
1615,08/03/17,15860.71,15700.74,1
1616,08/04/17,15903.15,15742.69,1
1617,08/07/17,15794.14,15630.73,1
1618,08/08/17,15814.22,15654.59,1
1619,08/09/17,15700.95,15542.51,1
1620,08/10/17,15753.56,15592.1,1
1621,08/11/17,15808.63,15649.65,1
1622,08/14/17,15865.21,15701.38,1
1623,08/15/17,15804.86,15641.63,1
1624,08/16/17,15779.73,15621.09,1
1625,08/18/17,15764.63,15602.07,1
1626,08/21/17,15782.93,15620.04,1
1627,08/22/17,15833.99,15674.38,1
1628,08/23/17,15770.32,15611.4,1
1629,08/24/17,15838.12,15674.67,1
1630,08/25/17,15818.97,15659.63,1
1631,08/28/17,15986.8,15825.67,1
1632,08/29/17,16056.41,15893.37,1
1633,08/30/17,16059.82,15898.01,1
1634,08/31/17,15939.24,15774.75,1
1635,09/04/17,15934.8,15774.26,1
1636,09/05/17,15952.25,15787.46,1
1637,09/06/17,15966.84,15805.9,1
1638,09/07/17,15978.45,15815.99,1
1639,09/08/17,16088.09,15923.72,1
1640,09/11/17,15881.19,15720,1
1641,09/12/17,15846.74,15683.65,1
1642,09/13/17,15904.78,15745.31,1
1643,09/14/17,15807.67,15649.52,1
1644,09/15/17,15881.79,15721.84,1
1645,09/18/17,15891.63,15728.69,1
1646,09/19/17,15942.17,15778.95,1
1647,09/20/17,16024.54,15860.64,1
1648,09/22/17,16008.8,15845.96,1
1649,09/25/17,15955.47,15792.93,1
1650,09/26/17,15912.87,15748.61,1
1651,09/27/17,15856.04,15696.75,1
1652,09/28/17,15888.1,15729.42,1
1653,09/29/17,15975.21,15814.65,1
1654,10/02/17,15975.32,15812.15,1
1655,10/03/17,15986.88,15822.19,1
1656,10/04/17,15955.41,15796.35,1
1657,10/05/17,15933.45,15774.53,1
1658,10/06/17,15873.46,15711.14,1
1659,10/09/17,15945.74,15781.93,1
1660,10/10/17,15964.55,15804.08,1
1661,10/11/17,16019.5,15853.66,1
1662,10/12/17,16136.94,15972.75,1
1663,10/13/17,16088.92,15922.37,1
1664,10/16/17,15995.78,15833.56,1
1665,10/17/17,15968.79,15806.92,1
1666,10/18/17,15990.09,15828.63,1
1667,10/19/17,16036.38,15871.85,1
1668,10/20/17,16058.83,15892.68,1
1669,10/23/17,16012.09,15850.66,1
1670,10/24/17,15991.43,15827.44,1
1671,10/25/17,16038.29,15877,1
1672,10/26/17,16120.56,15958.34,1
1673,10/27/17,15938.99,15779.39,1
1674,10/30/17,15850.79,15691.49,1
1675,10/31/17,15872.87,15711.9,1
1676,11/01/17,15894.78,15732.47,1
1677,11/02/17,15895.31,15731.31,1
1678,11/03/17,15817.57,15657.68,1
1679,11/06/17,15798.35,15634.95,1
1680,11/07/17,15753.02,15589.79,1
1681,11/08/17,15766.72,15603.58,1
1682,11/09/17,15751.05,15590.64,1
1683,11/10/17,15817.6,15656.52,1
1684,11/13/17,15877.61,15713.7,1
1685,11/14/17,15886.95,15725.51,1
1686,11/15/17,16046.74,15883.66,1
1687,11/16/17,16030.59,15864.97,1
1688,11/17/17,16058.83,15892.68,1
1689,11/20/17,15947.92,15783.02,1
1690,11/21/17,15977.77,15816.78,1
1691,11/22/17,15951.76,15789.44,1
1692,11/23/17,16049.06,15884.2,1
1693,11/24/17,16091.98,15925.37,1
1694,11/27/17,16186.17,16022.71,1
1695,11/28/17,16182.13,16018.9,1
1696,11/29/17,16091.78,15926.63,1
1697,11/30/17,16120.48,15956.37,1
1698,12/04/17,16138.62,15975.83,1
1699,12/05/17,16131.17,15965.62,1
1700,12/06/17,16079.34,15913.07,1
1701,12/07/17,16071.6,15905.73,1
1702,12/08/17,16031.36,15867.28,1
1703,12/11/17,16035.93,15871.69,1
1704,12/12/17,16027.02,15861.57,1
1705,12/13/17,16045.61,15884.47,1
1706,12/14/17,16138.75,15973.7,1
1707,12/15/17,16084.1,15922.4,1
1708,12/18/17,16053.39,15892.11,1
1709,12/19/17,16093.78,15932.14,1
1710,12/20/17,16164.87,15998.38,1
1711,12/21/17,16164.08,15999.89,1
1712,12/22/17,16148.17,15982.95,1
1713,12/27/17,16167.91,16002.53,1
1714,12/28/17,16224.13,16059.53,1
1715,12/29/17,16257.5,16089.73,1
1716,12/30/17,16257.5,16089.73,1
1717,01/02/18,16348.33,16180.93,1
1718,01/03/18,16339.04,16174.95,1
1719,01/04/18,16272.22,16108.51,1
1720,01/05/18,16262.05,16097.63,1
1721,01/08/18,16213.35,16046.65,1
1722,01/09/18,16154.86,15991.78,1
1723,01/10/18,16144.86,15983.46,1
1724,01/11/18,16148.27,15982.57,1
1725,01/12/18,16180.6,16016.49,1
1726,01/15/18,16349.7,16184.84,1
1727,01/16/18,16439.12,16273.4,1
1728,01/17/18,16442.92,16277.04,1
1729,01/18/18,16378.98,16212.92,1
1730,01/19/18,16405.85,16240.44,1
1731,01/22/18,16390.76,16224.21,1
1732,01/23/18,16407.33,16239.1,1
1733,01/24/18,16483.31,16317,1
1734,01/25/18,16577.47,16412.31,1
1735,01/26/18,16609.55,16441.76,1
1736,01/29/18,16597.84,16430.47,1
1737,01/30/18,16654.86,16486.45,1
1738,01/31/18,16724.64,16557.05,1
1739,02/01/18,16731.19,16563.4,1
1740,02/02/18,16870.1,16699.91,1
1741,02/05/18,16893.85,16721.6,1
1742,02/06/18,16870.55,16699.71,1
1743,02/07/18,16843.48,16669.67,1
1744,02/08/18,16785.39,16617.05,1
1745,02/09/18,16797.35,16625.3,1
1746,02/12/18,16784.41,16616.16,1
1747,02/13/18,16850.68,16680.83,1
1748,02/14/18,16973.71,16804.16,1
1749,02/15/18,16988.86,16818.09,1
1750,02/19/18,16917.35,16745.59,1
1751,02/20/18,16903.93,16729.99,1
1752,02/21/18,16842.74,16672.22,1
1753,02/22/18,16868.24,16699.84,1
1754,02/23/18,16923.84,16753.58,1
1755,02/26/18,16904.8,16734.6,1
1756,02/27/18,16914.29,16741.17,1
1757,02/28/18,16845.29,16671.09,1
1758,03/01/18,16906.1,16733.67,1
1759,03/02/18,16955.15,16784.41,1
1760,03/05/18,17023.74,16850.87,1
1761,03/06/18,17071.99,16896.04,1
1762,03/07/18,17175.19,16998.36,1
1763,03/08/18,17169.47,16996.94,1
1764,03/09/18,17058.42,16887.24,1
1765,03/12/18,17044.42,16871.69,1
1766,03/13/18,17057.14,16884.15,1
1767,03/14/18,17138.49,16965.84,1
1768,03/15/18,17102.68,16930.5,1
1769,03/16/18,17026.89,16855.67,1
1770,03/19/18,16972.93,16802.25,1
1771,03/20/18,17080.05,16904.14,1
1772,03/21/18,16948.98,16778.46,1
1773,03/22/18,17071.12,16897.75,1
1774,03/23/18,17084.13,16909.78,1
1775,03/26/18,17127.65,16952.82,1
1776,03/27/18,17149.61,16972.37,1
1777,03/28/18,17155.61,16982.86,1
1778,03/29/18,17042.08,16866.49,1
1779,04/02/18,17029.15,16857.73,1
1780,04/03/18,17026.89,16851.56,1
1781,04/04/18,16984.78,16813.92,1
1782,04/05/18,16990.61,16818.4,1
1783,04/06/18,16951.23,16778.1,1
1784,04/09/18,16981.68,16806.87,1
1785,04/10/18,17025.03,16849.65,1
1786,04/11/18,17076.58,16901.9,1
1787,04/12/18,17108.8,16936.74,1
1788,04/13/18,17041.14,16865.53,1
1789,04/16/18,17073.77,16900.73,1
1790,04/17/18,17135.45,16960.47,1
1791,04/18/18,17132.68,16956.36,1
1792,04/19/18,17134.28,16959.4,1
1793,04/20/18,17123.44,16947.62,1
1794,04/23/18,17142.38,16967.42,1
1795,04/24/18,17055.97,16883.66,1
1796,04/25/18,17063.83,16893.73,1
1797,04/26/18,17046.4,16871.78,1
1798,04/27/18,16891.03,16722.53,1
1799,04/30/18,16917.89,16749.1,1
1800,05/02/18,16815.6,16641.97,1
1801,05/03/18,16812.53,16639.26,1
1802,05/04/18,16807.19,16635.11,1
1803,05/07/18,16794.73,16622.93,1
1804,05/08/18,16819.99,16651.66,1
1805,05/09/18,16776.2,16607.34,1
1806,05/11/18,16820.19,16647.8,1
1807,05/14/18,16803.23,16631.58,1
1808,05/15/18,16815.01,16645.14,1
1809,05/16/18,16757.43,16586.18,1
1810,05/17/18,16738.01,16570.93,1
1811,05/18/18,16737.13,16566.69,1
1812,05/21/18,16748.77,16576.2,1
1813,05/22/18,16789.6,16616.64,1
1814,05/23/18,16780.42,16609.12,1
1815,05/24/18,16715.77,16543.85,1
1816,05/25/18,16665.83,16498.2,1
1817,05/28/18,16547.84,16378.35,1
1818,05/30/18,16252.56,16085.62,1
1819,05/31/18,16348.49,16181.08,1
1820,06/04/18,16291.45,16128.81,1
1821,06/05/18,16317.36,16153.24,1
1822,06/06/18,16345.16,16177.87,1
1823,06/07/18,16434.51,16269.02,1
1824,06/08/18,16486.96,16318.99,1
1825,06/19/18,16486.96,16318.99,1
1826,06/20/18,16486.96,16318.99,1
1827,06/21/18,16391.62,16226.75,1
1828,06/22/18,16450.6,16280.17,1
1829,06/25/18,16520.71,16352.42,1
1830,06/26/18,16675.13,16507.37,1
1831,06/27/18,16675.13,16507.37,1
1832,06/28/18,16590.83,16420.88,1
1833,06/29/18,16753.07,16580.69,1
1834,07/02/18,16796.78,16624.57,1
1835,07/03/18,16860.56,16691.57,1
1836,07/04/18,16823.75,16649.98,1
1837,07/05/18,16860.64,16688.43,1
1838,07/06/18,16929.74,16755.65,1
1839,07/09/18,16940.54,16765.48,1
1840,07/10/18,16921.97,16747.02,1
1841,07/11/18,16970.88,16796.19,1
1842,07/12/18,16938.37,16764.49,1
1843,07/13/18,16839.81,16666.05,1
1844,07/16/18,16904.41,16730.43,1
1845,07/17/18,16934.73,16763.25,1
1846,07/18/18,16884.24,16712.01,1
1847,07/19/18,16870.71,16701.61,1
1848,07/20/18,16996.47,16822.09,1
1849,07/23/18,17054.98,16883.03,1
1850,07/24/18,17080.84,16907.3,1
1851,07/25/18,17043.16,16869.7,1
1852,07/26/18,17031.9,16861.49,1
1853,07/27/18,16956.58,16784.49,1
1854,07/30/18,16879.05,16708.34,1
1855,07/31/18,16961.94,16787.57,1
1856,08/01/18,16961.06,16791.35,1
1857,08/02/18,16933.8,16760.08,1
1858,08/03/18,16890.67,16718.6,1
1859,08/06/18,16827.63,16659.69,1
1860,08/07/18,16832.26,16662.87,1
1861,08/08/18,16840.02,16667.16,1
1862,08/09/18,16833.33,16664.66,1
1863,08/10/18,16734.68,16564.28,1
1864,08/13/18,16682.92,16515.28,1
1865,08/14/18,16773.36,16603.83,1
1866,08/15/18,16658.59,16487.25,1
1867,08/16/18,16718.03,16548.98,1
1868,08/20/18,16750.49,16579.22,1
1869,08/21/18,16857.65,16683.75,1
1870,08/23/18,16983.64,16813.42,1
1871,08/24/18,17013.79,16839.29,1
1872,08/27/18,17083.67,16909.44,1
1873,08/28/18,17147.07,16970.8,1
1874,08/29/18,17211.83,17039.62,1
1875,08/30/18,17234.71,17062.4,1
1876,08/31/18,17246.7,17068.21,1
1877,09/03/18,17218.53,17043.88,1
1878,09/04/18,17301.73,17128.56,1
1879,09/05/18,17408.32,17232.78,1
1880,09/06/18,17431.23,17252.91,1
1881,09/07/18,17384.19,17206.26,1
1882,09/10/18,17224.37,17051.91,1
1883,09/12/18,17313.48,17138.97,1
1884,09/13/18,17300.4,17126.72,1
1885,09/14/18,17434.58,17260.04,1
1886,09/17/18,17371.56,17193.48,1
1887,09/18/18,17497.15,17319.01,1
1888,09/19/18,17459.51,17283.93,1
1889,09/20/18,17422.86,17245.52,1
1890,09/21/18,17552.82,17372.55,1
1891,09/24/18,17538.39,17361.68,1
1892,09/25/18,17565.27,17385.65,1
1893,09/26/18,17662.79,17480.37,1
1894,09/27/18,17611.95,17434.28,1
1895,09/28/18,17476.66,17300.45,1
1896,10/01/18,17376.8,17201.32,1
1897,10/02/18,17430.9,17254.34,1
1898,10/03/18,17579.98,17400.07,1
1899,10/04/18,17452.33,17273.39,1
1900,10/05/18,17563.48,17387.01,1
1901,10/08/18,17583.78,17407.23,1
1902,10/09/18,17597.7,17416.91,1
1903,10/10/18,17599.94,17423.48,1
1904,10/11/18,17724.92,17543.09,1
1905,10/12/18,17722.36,17544.44,1
1906,10/15/18,17698.44,17521.35,1
1907,10/16/18,17708.78,17526.59,1
1908,10/17/18,17644.3,17466.97,1
1909,10/18/18,17549.4,17371.61,1
1910,10/19/18,17528.83,17353.14,1
1911,10/22/18,17573.47,17397,1
1912,10/23/18,17521.58,17341.27,1
1913,10/24/18,17504.38,17328.62,1
1914,10/25/18,17442.85,17264.87,1
1915,10/26/18,17378.3,17199.41,1
1916,10/29/18,17425.98,17246.74,1
1917,10/30/18,17426.19,17248.67,1
1918,10/31/18,17365.84,17191.84,1
1919,11/01/18,17312.73,17138.9,1
1920,11/02/18,17286.96,17109.95,1
1921,11/05/18,17141.54,16964.7,1
1922,11/06/18,17076.56,16901.75,1
1923,11/07/18,16937.58,16765.7,1
1924,11/08/18,16829.53,16661.2,1
1925,11/09/18,16696.06,16525.92,1
1926,11/12/18,16790.71,16617.17,1
1927,11/13/18,16814.68,16646.95,1
1928,11/14/18,16759.74,16589.53,1
1929,11/15/18,16807,16637.89,1
1930,11/16/18,16630.91,16462.46,1
1931,11/19/18,16727.38,16559.33,1
1932,11/21/18,16709.54,16537.67,1
1933,11/22/18,16715.17,16547.3,1
1934,11/23/18,16688.59,16517.64,1
1935,11/26/18,16574.84,16407.92,1
1936,11/27/18,16523.03,16351.77,1
1937,11/28/18,16498.28,16329.04,1
1938,11/29/18,16468.1,16302.9,1
1939,11/30/18,16419.89,16252.97,1
1940,12/03/18,16256.61,16089.76,1
1941,12/04/18,16327.56,16160.46,1
1942,12/05/18,16386.19,16217.23,1
1943,12/06/18,16545.38,16373.93,1
1944,12/07/18,16621.15,16450.74,1
1945,12/10/18,16682.21,16510.94,1
1946,12/11/18,16693.58,16524.71,1
1947,12/12/18,16602.85,16435.93,1
1948,12/13/18,16606.05,16438.65,1
1949,12/14/18,16599.56,16426.45,1
1950,12/17/18,16614.39,16447.81,1
1951,12/18/18,16573.76,16406.53,1
1952,12/19/18,16453.6,16288.23,1
1953,12/20/18,16584.71,16419.37,1
1954,12/21/18,16667.86,16501.48,1
1955,12/26/18,16748.58,16580.49,1
1956,12/27/18,16658.7,16491.07,1
1957,12/28/18,16734.18,16565.56,1
1958,12/31/18,16642.81,16476.69,1
1959,01/02/19,16646.32,16475.67,1
1960,01/03/19,16518.44,16353.47,1
1961,01/04/19,16446.85,16276.92,1
1962,01/07/19,16191.83,16024.02,1
1963,01/08/19,16148.47,15982.55,1
1964,01/09/19,16254.37,16086.11,1
1965,01/10/19,16361.1,16197.97,1
1966,01/11/19,16294.78,16132.11,1
1967,01/14/19,16209.23,16042.95,1
1968,01/15/19,16258.7,16090.87,1
1969,01/16/19,16223.61,16054.62,1
1970,01/17/19,16215.37,16052.14,1
1971,01/18/19,16242.72,16079.48,1
1972,01/21/19,16255.48,16086.8,1
1973,01/22/19,16247.15,16082.89,1
1974,01/23/19,16205.35,16042.56,1
1975,01/24/19,16183.2,16015.88,1
1976,01/25/19,16102.92,15938.05,1
1977,01/28/19,16101.46,15940.28,1
1978,01/29/19,16195.44,16028.39,1
1979,01/30/19,16226.77,16058.69,1
1980,01/31/19,16257.64,16095.3,1
1981,02/01/19,16075.13,15910.75,1
1982,02/04/19,16096.72,15930.71,1
1983,02/06/19,15986.39,15825.33,1
1984,02/07/19,15959.93,15798.1,1
1985,02/08/19,15942.09,15781.98,1
1986,02/11/19,15927.21,15765.89,1
1987,02/12/19,15978.72,15815.11,1
1988,02/13/19,15980.36,15820.26,1
1989,02/14/19,15963.12,15803.92,1
1990,02/15/19,16015.7,15848.38,1
1991,02/18/19,16046.95,15884.81,1
1992,02/19/19,16041.8,15878.45,1
1993,02/20/19,16040.35,15877.17,1
1994,02/21/19,16020.02,15854.26,1
1995,02/22/19,16044.97,15882,1
1996,02/25/19,15968.95,15808.74,1
1997,02/26/19,15974.97,15811.73,1
1998,02/27/19,16023.25,15858.29,1
1999,02/28/19,16082.22,15915.9,1
2000,03/01/19,16124.93,15956.46,1
2001,03/04/19,16166.72,16003.87,1
2002,03/05/19,16113.55,15951.2,1
2003,03/06/19,16048.84,15884.13,1
2004,03/08/19,16003.56,15843.16,1
2005,03/11/19,16169.59,16006.42,1
2006,03/12/19,16128,15962.43,1
2007,03/13/19,16186.99,16025.28,1
2008,03/14/19,16229.09,16066.79,1
2009,03/15/19,16276.11,16107.45,1
2010,03/18/19,16215.2,16047.24,1
2011,03/19/19,16217.93,16055.45,1
2012,03/20/19,16228.48,16065.94,1
2013,03/21/19,16206.83,16037.43,1
2014,03/22/19,16182.93,16018.6,1
2015,03/25/19,16152.22,15986.1,1
2016,03/26/19,16116.25,15951.33,1
2017,03/27/19,16065.69,15903.03,1
2018,03/28/19,16123.91,15957,1
2019,03/29/19,16077.18,15913.44,1
2020,04/01/19,16058.29,15897.43,1
2021,04/02/19,16030.68,15870.17,1
2022,04/04/19,16024.65,15863.59,1
2023,04/05/19,15974.9,15809.84,1
2024,04/08/19,15956.04,15791.03,1
2025,04/09/19,16019.96,15858.59,1
2026,04/10/19,16015.63,15854.36,1
2027,04/11/19,16045.21,15880.84,1
2028,04/12/19,16058.9,15895.76,1
2029,04/15/19,15994.6,15830.61,1
2030,04/16/19,15970.85,15811.28,1
2031,04/18/19,15908.73,15749.22,1
2032,04/22/19,15876.21,15717.47,1
2033,04/23/19,15920.17,15755.65,1
2034,04/24/19,15907.65,15742.77,1
2035,04/25/19,15870.83,15709.59,1
2036,04/26/19,15883.1,15722.1,1
2037,04/29/19,15905.91,15746.1,1
2038,04/30/19,15986.03,15825.72,1
2039,05/02/19,16043.94,15880.55,1
2040,05/03/19,16042.35,15882.21,1
2041,05/06/19,16091.22,15924.39,1
2042,05/07/19,16113.91,15951.13,1
2043,05/08/19,16107.99,15940.96,1
2044,05/09/19,16121.91,15959.37,1
2045,05/10/19,16196.86,16029.4,1
2046,05/13/19,16216.6,16047.67,1
2047,05/14/19,16310.18,16146.94,1
2048,05/15/19,16272.56,16104,1
2049,05/16/19,16282.32,16119.51,1
2050,05/17/19,16253.93,16091.53,1
